code,tickers,market,name
301282,301282.SZ,SZSE,Camelot Electronics Technology
301041,301041.SZ,SZSE,Shenzhen King Brother Electronics Technology
300936,300936.SZ,SZSE,Changzhou Zhongying Science & Technology
300964,300964.SZ,SZSE,Jiangsu Allfavor Intelligent Circuits Technology
300460,300460.SZ,SZSE,Guangdong Faith Long Crystal Technology
002556,002556.SZ,SZSE,Anhui Huilong Agricultural Means of Production
300021,300021.SZ,SZSE,Dayu Irrigation Group
600673,600673.SS,SHE,Guangdong Hec Technology Holding
600682,600682.SS,SHE,Nanjing Xinjiekou Department Store
600805,600805.SS,SHE,Jiangsu Yueda Investment
600770,600770.SS,SHE,Jiangsu Zongyi
600784,600784.SS,SHE,Luyin Investment Group
600620,600620.SS,SHE,Shanghai Tianchen
600881,600881.SS,SHE,Jilin Yatai
600676,600676.SS,SHE,Shanghai Jiao Yun Group
600051,600051.SS,SHE,Ningbo United Group
600689,600689.SS,SHE,Shanghai Sanmao Enterprise
600083,600083.SS,SHE,Jiangsu Boxin Investing & Holdings
600070,600070.SS,SHE,Zhejiang Furun Digital Technology
600766,600766.SS,SHE,Yantai Yuancheng Gold
000025,000025.SZ,SZSE,Shenzhen Tellus Holding
000652,000652.SZ,SZSE,Tianjin TEDA
002758,002758.SZ,SZSE,ZJAMP Group
000833,000833.SZ,SZSE,Guangxi Yuegui Guangye Holdings
000753,000753.SZ,SZSE,Fujian Zhangzhou Development
000421,000421.SZ,SZSE,NanJing Public Utilities Development
000632,000632.SZ,SZSE,Fujian Sanmu Group
000622,000622.SZ,SZSE,Hengli Industrial Development Group
300208,300208.SZ,SZSE,Qingdao Zhongzi Zhongcheng Group
603019,603019.SS,SHE,Dawning Information Industry
600100,600100.SS,SHE,Tsinghua Tongfang
603496,603496.SS,SHE,EmbedWay Technologies
603508,603508.SS,SHE,Henan Thinker Automatic Equipment
603516,603516.SS,SHE,Beijing Tricolor Technology
605118,605118.SS,SHE,Xiamen Leading Optics
600855,600855.SS,SHE,Beijing Aerospace Changfeng
603660,603660.SS,SHE,Suzhou Keda Technology
603106,603106.SS,SHE,Cashway Fintech
688188,688188.SS,SHE,Shanghai BOCHU Electronic Technology Corporation
688475,688475.SS,SHE,Hangzhou EZVIZ Network
688208,688208.SS,SHE,"Autel Intelligent Technology Corp.,Ltd."
688489,688489.SS,SHE,Sansec Technology
688292,688292.SS,SHE,Beijing Haohan Data Technology
688060,688060.SS,SHE,"Jiangsu Yunyong Electronics And Technology Co.,Ltd"
688307,688307.SS,SHE,Jiaxing ZMAX Optech
688288,688288.SS,SHE,"Hangzhou Hopechart Iot Technology Co., Ltd"
688619,688619.SS,SHE,ROPEOK Technology Group
002415,002415.SZ,SZSE,Hangzhou Hikvision Digital Technology
000977,000977.SZ,SZSE,Inspur Electronic Information Industry
002236,002236.SZ,SZSE,Zhejiang Dahua Technology
002180,002180.SZ,SZSE,Ninestar Corporation
000066,000066.SZ,SZSE,China Greatwall Technology Group
002152,002152.SZ,SZSE,GRG Banking Equipment
000997,000997.SZ,SZSE,Newland Digital Technology
001309,001309.SZ,SZSE,Shenzhen Techwinsemi Technology
002268,002268.SZ,SZSE,CETC Cyberspace Security Technology
001339,001339.SZ,SZSE,Jwipc Technology
002970,002970.SZ,SZSE,Streamax Technology
002990,002990.SZ,SZSE,Maxvision Technology Corp.
002512,002512.SZ,SZSE,Tatwah Smartech
002835,002835.SZ,SZSE,Shenzhen TVT Digital Technology
002376,002376.SZ,SZSE,Shandong New Beiyang Information Technology
002577,002577.SZ,SZSE,Shenzhen Rapoo Technology
002912,002912.SZ,SZSE,Shenzhen Sinovatio Technology
001229,001229.SZ,SZSE,Guangdong AVCiT Technology Holding
002528,002528.SZ,SZSE,Shenzhen Infinova
002177,002177.SZ,SZSE,Guangzhou Kingteller Technology
002197,002197.SZ,SZSE,SZZT Electronics
003004,003004.SZ,SZSE,Beijing Telesound Electronics
301589,301589.SZ,SZSE,Xi’an Novastar Tech
300130,300130.SZ,SZSE,XGD INC.
300552,300552.SZ,SZSE,VanJee Technology
301339,301339.SZ,SZSE,Jiangsu Tongxingbao Intelligent Transportation Technology
300455,300455.SZ,SZSE,Beijing Aerospace Shenzhou Intelligent Equipment Technology
300302,300302.SZ,SZSE,Toyou Feiji Electronics
300042,300042.SZ,SZSE,Netac Technology
300790,300790.SZ,SZSE,DongGuan YuTong Optical Technology
301391,301391.SZ,SZSE,Colorlight Cloud Tech
301330,301330.SZ,SZSE,"Zkteco Co., Ltd."
300691,300691.SZ,SZSE,Union Optech
301318,301318.SZ,SZSE,ValueHD Corporation
300941,300941.SZ,SZSE,Chase Science
300659,300659.SZ,SZSE,Zhongfu Information Inc.
300531,300531.SZ,SZSE,Urovo Technology
300324,300324.SZ,SZSE,Beijing Watertek Information Technology
300386,300386.SZ,SZSE,Feitian Technologies
300275,300275.SZ,SZSE,Chongqing Mas Sci.&Tech.
300248,300248.SZ,SZSE,Newcapec Electronics
300249,300249.SZ,SZSE,"Yimikang Tech. Group.Co.,Ltd."
300462,300462.SZ,SZSE,Shanghai Huaming Intelligent Terminal Equipment
300479,300479.SZ,SZSE,Synthesis Electronic Technology
301117,301117.SZ,SZSE,Jiayuan Science and Technology
301042,301042.SZ,SZSE,Zhuhai Raysharp Technology
301503,301503.SZ,SZSE,G.Tech Technology
300546,300546.SZ,SZSE,Shenzhen Emperor Technology
300884,300884.SZ,SZSE,Dnake
300771,300771.SZ,SZSE,Shenzhen Zhilai Sci and Tech
300270,300270.SZ,SZSE,Joyware Electronics
300551,300551.SZ,SZSE,Shanghai Guao Electronic Technology
300508,300508.SZ,SZSE,Shanghai Weihong Electronic Technology
300155,300155.SZ,SZSE,Guangdong Anjubao Digital Technology
300807,300807.SZ,SZSE,Zhengzhou Tiamaes Technology
300743,300743.SZ,SZSE,Hangzhou Todaytec Digital
300789,300789.SZ,SZSE,Chengdu TangYuan Electric
300645,300645.SZ,SZSE,Zhengyuan Zhihui Group
300845,300845.SZ,SZSE,Zhengzhou Jiean Hi-Tech
300449,300449.SZ,SZSE,Beijing Hanbang Technology Corp.
300588,300588.SZ,SZSE,Xinjiang Sailing Information Technology
300333,300333.SZ,SZSE,Sinosun Technology
300368,300368.SZ,SZSE,Hebei Huijin Group
600031,600031.SS,SHE,Sany Heavy Industry
601100,601100.SS,SHE,Jiangsu Hengli Hydraulic
603338,603338.SS,SHE,Zhejiang Dingli Machinery
603298,603298.SS,SHE,Hangcha Group
600761,600761.SS,SHE,"Anhui Heli Co., Ltd."
603638,603638.SS,SHE,Yantai Eddie Precision Machinery
605305,605305.SS,SHE,Ficont Industry(Beijing)
603273,603273.SS,SHE,Jiangsu Teeyer Intelligent Equipment
600815,600815.SS,SHE,Xiamen XGMA Machinery
600984,600984.SS,SHE,Shaanxi Construction Machinery
605389,605389.SS,SHE,"Jiangsu Changling Hydraulic Co., Ltd"
603280,603280.SS,SHE,Fujian South Highway Machinery
688425,688425.SS,SHE,China Railway Construction Heavy Industry Corporation Limited
000425,000425.SZ,SZSE,XCMG Construction Machinery
000157,000157.SZ,SZSE,Zoomlion Heavy Industry Science and Technology
000528,000528.SZ,SZSE,Guangxi Liugong Machinery
000680,000680.SZ,SZSE,Shantui Construction Machinery
002097,002097.SZ,SZSE,Sunward Intelligent Equipment
001239,001239.SZ,SZSE,Xiangtan Yongda Machinery Manufacturing
001226,001226.SZ,SZSE,Anhui Tuoshan Heavy Industries
300718,300718.SZ,SZSE,Zhejiang Changsheng Sliding Bearings
300201,300201.SZ,SZSE,Xuzhou Handler Special Vehicle
301161,301161.SZ,SZSE,Voneseals Technology
301446,301446.SZ,SZSE,Jiangxi First Hydraulic
301279,301279.SZ,SZSE,Zhejiang Jindao Technology
301079,301079.SZ,SZSE,Shaoyang Victor Hydraulics
601138,601138.SS,SHE,Foxconn Industrial Internet
603296,603296.SS,SHE,Huaqin Technology
601231,601231.SS,SHE,"Universal Scientific Industrial(Shanghai)Co.,"
603341,603341.SS,SHE,Shanghai Longcheer Technology
600363,600363.SS,SHE,Jiangxi Lianchuang Opto-electronic Science&Technology
603327,603327.SS,SHE,Sichuan Furong Technology
603595,603595.SS,SHE,Zhejiang Tony Electronic
603629,603629.SS,SHE,Jiangsu Lettall Electronic
605277,605277.SS,SHE,Xinya Electronic
603890,603890.SS,SHE,Suzhou Chunqiu Electronic Technology
603052,603052.SS,SHE,Suzhou K-Hiragawa Electronic Technology
600203,600203.SS,SHE,Fujian Furi Electronics
603633,603633.SS,SHE,Shanghai Laimu Electronics
603380,603380.SS,SHE,Suzhou Etron Technologies
603626,603626.SS,SHE,Kunshan Kersen Science & Technology
600130,600130.SS,SHE,"Ningbo Bird Co.,Ltd."
600898,600898.SS,SHE,Gome Telecom Equipment
603133,603133.SS,SHE,Tanyuan Technology
688036,688036.SS,SHE,"Shenzhen Transsion Holdings Co., Ltd."
688007,688007.SS,SHE,Appotronics Corporation
688210,688210.SS,SHE,Shenzhen Pacific Union Precision Manufacturing
688678,688678.SS,SHE,Freewon China
688683,688683.SS,SHE,"Guangdong Leary New Material Technology Co.,Ltd"
688260,688260.SS,SHE,Suzhou Gyz Electronic Technology
002475,002475.SZ,SZSE,Luxshare Precision Industry
002241,002241.SZ,SZSE,Goertek Inc.
002600,002600.SZ,SZSE,Lingyi Itech
000021,000021.SZ,SZSE,Shenzhen Kaifa Technology
002841,002841.SZ,SZSE,Guangzhou Shiyuan Electronic Technology
002139,002139.SZ,SZSE,Shenzhen Topband
002351,002351.SZ,SZSE,Edifier Technology
002993,002993.SZ,SZSE,Dongguan Aohai Technology
002402,002402.SZ,SZSE,Shenzhen H&T Intelligent Control
002635,002635.SZ,SZSE,Suzhou Anjie Technology
002925,002925.SZ,SZSE,Xiamen Intretech Inc.
002947,002947.SZ,SZSE,Suzhou Hengmingda Electronic Technology
002045,002045.SZ,SZSE,Guoguang Electric
002937,002937.SZ,SZSE,Ningbo Sunrise Elc Technology
002681,002681.SZ,SZSE,Shenzhen Fenda Technology
001314,001314.SZ,SZSE,Emdoor Information
002881,002881.SZ,SZSE,MeiG Smart Technology
002426,002426.SZ,SZSE,Suzhou Victory Precision Manufacture
002855,002855.SZ,SZSE,Dongguan Chitwing Technology
003028,003028.SZ,SZSE,Genbyte Technology Inc.
002655,002655.SZ,SZSE,Gettop Acoustic
002055,002055.SZ,SZSE,Shenzhen Deren Electronic
002866,002866.SZ,SZSE,Jiangsu Transimage Technology
002660,002660.SZ,SZSE,Moso Power Supply Technology
002981,002981.SZ,SZSE,Risuntek Inc
002369,002369.SZ,SZSE,Shenzhen Zowee Technology
002888,002888.SZ,SZSE,HiVi Acoustics Technology
002861,002861.SZ,SZSE,YingTong Telecommunication
300433,300433.SZ,SZSE,Lens Technology
300866,300866.SZ,SZSE,Anker Innovations Technology
300136,300136.SZ,SZSE,Shenzhen Sunway Communication
300679,300679.SZ,SZSE,Electric Connector Technology
300735,300735.SZ,SZSE,DBG Technology
300857,300857.SZ,SZSE,Sharetronic Data Technology
300115,300115.SZ,SZSE,Shenzhen Everwin Precision Technology
300602,300602.SZ,SZSE,Shenzhen FRD Science & Technology
301180,301180.SZ,SZSE,Suzhou Wanxiang Technology
301486,301486.SZ,SZSE,Shenzhen Zesum Technology
301285,301285.SZ,SZSE,HONG RI DA Technology
300951,300951.SZ,SZSE,Shenzhen Bsc Technology
300793,300793.SZ,SZSE,Cosonic Intelligent Technologies
300709,300709.SZ,SZSE,Jiangsu Gian Technology
301389,301389.SZ,SZSE,Long Young Electronic
301051,301051.SZ,SZSE,Shenzhen Xinhao Photoelectricity Technology
301383,301383.SZ,SZSE,Minami Acoustics
300976,300976.SZ,SZSE,Dongguan Tarry Electronics
301123,301123.SZ,SZSE,YD Electronic Technology
300843,300843.SZ,SZSE,Shenglan Technology
300256,300256.SZ,SZSE,Jiangxi Firstar Panel Technology
300322,300322.SZ,SZSE,Huizhou Speed Wireless Technology
300784,300784.SZ,SZSE,Ningbo Lian Technology
300822,300822.SZ,SZSE,Shenzhen Bestek Technology
301280,301280.SZ,SZSE,Zhejiang Zuch Technology
300968,300968.SZ,SZSE,Guangdong Green Precision Components
301387,301387.SZ,SZSE,Shenzhen Bromake New Material
300916,300916.SZ,SZSE,Shenzhen Longtech Smart Control
300956,300956.SZ,SZSE,Anhui Shiny Electronic Technology
301086,301086.SZ,SZSE,Shenzhen hongfuhan Technology
300787,300787.SZ,SZSE,Anfu Ce Link Limited
301329,301329.SZ,SZSE,Singatron Electronic
300812,300812.SZ,SZSE,Shenzhen Etmade Automatic Equipment
301189,301189.SZ,SZSE,Shenzhen Aoni Electronic
301567,301567.SZ,SZSE,Beilong Precision Technology
300032,300032.SZ,SZSE,Jinlong Machinery & Electronic
300647,300647.SZ,SZSE,Shenzhen Fluence Technology PLC.
300543,300543.SZ,SZSE,Shenzhen Longood Intelligent Electric
300279,300279.SZ,SZSE,Wuxi Hodgen Technology
301135,301135.SZ,SZSE,Guangdong Real-Design Intelligent Technology
301326,301326.SZ,SZSE,J.Pond Precision Technology
300686,300686.SZ,SZSE,Shenzhen CDL Precision Technology
301067,301067.SZ,SZSE,Fullink Technology
301182,301182.SZ,SZSE,Henan Carve Electronics Technology
603605,603605.SS,SHE,Proya Cosmetics
600315,600315.SS,SHE,Shanghai Jahwa United
603983,603983.SS,SHE,Guangdong Marubi Biotechnology
600223,600223.SS,SHE,Lushang Freda Pharmaceutical
603630,603630.SS,SHE,Lafang China
002243,002243.SZ,SZSE,Shenzhen Leaguer
002094,002094.SZ,SZSE,Qingdao Kingking Applied Chemistry
300957,300957.SZ,SZSE,Yunnan Botanee Bio-Technology Group
301371,301371.SZ,SZSE,Harbin Fuerjia Technology
300856,300856.SZ,SZSE,Nanjing Cosmos Chemical
300740,300740.SZ,SZSE,SYoung Group
300849,300849.SZ,SZSE,Zhejiang Jinsheng New Materials
300132,300132.SZ,SZSE,Fujian Green Pine
300955,300955.SZ,SZSE,"Jahen Household Products Co., Ltd."
300886,300886.SZ,SZSE,Anhui Hyea Aromas
601886,601886.SS,SHE,Jangho Group
603137,603137.SS,SHE,Jiangsu Hengshang Energy Conservation Technology
603030,603030.SS,SHE,Shanghai Trendzone Holdings Group
605287,605287.SS,SHE,Decai Decoration
600193,600193.SS,SHE,Shanghai Prosolar Resources Development
603828,603828.SS,SHE,Suzhou Kelida Building& Decoration
600234,600234.SS,SHE,Kexin Development
002081,002081.SZ,SZSE,Suzhou Gold Mantis Construction Decoration
002482,002482.SZ,SZSE,Shenzhen Grandland Group
002163,002163.SZ,SZSE,Hainan Development Holdings Nanhai
002375,002375.SZ,SZSE,Zhejiang Yasha Decoration
002989,002989.SZ,SZSE,Shenzhen Strongteam Decoration Engineering
002047,002047.SZ,SZSE,Shenzhen Bauing Construction Holding Group
002811,002811.SZ,SZSE,Shenzhen Cheng Chung Design
002963,002963.SZ,SZSE,HES Technology Group
002789,002789.SZ,SZSE,Shenzhen Jianyi Decoration Group
002830,002830.SZ,SZSE,Shenzhen Mingdiao Decoration
002856,002856.SZ,SZSE,Shenzhen Magic Design & Decoration Engineering
002620,002620.SZ,SZSE,Shenzhen Ruihe Construction Decoration
002713,002713.SZ,SZSE,Dong Yi Ri Sheng Home Decoration Group
002325,002325.SZ,SZSE,Shenzhen Hongtao Group
002822,002822.SZ,SZSE,Shenzhen Zhongzhuang Construction Group
300621,300621.SZ,SZSE,Weiye Construction Group
300506,300506.SZ,SZSE,Shenzhen Minkave Technology
603000,603000.SS,SHE,"People.cn Co.,Ltd"
603888,603888.SS,SHE,"Xinhuanet Co., Ltd."
603533,603533.SS,SHE,IReader Technology
603466,603466.SS,SHE,Shanghai Fengyuzhu Culture Technology
600228,600228.SS,SHE,Fanli Digital Technology
000681,000681.SZ,SZSE,Visual China Group
002095,002095.SZ,SZSE,Zhejiang Netsun
300413,300413.SZ,SZSE,Mango Excellent Media
300785,300785.SZ,SZSE,Beijing Zhidemai Technology
301299,301299.SZ,SZSE,Sublime China Information
301313,301313.SZ,SZSE,Guangzhou Frontop Digital Creative Technology
300987,300987.SZ,SZSE,Sichuan Newsnet Media
300295,300295.SZ,SZSE,Everyday Network
600061,600061.SS,SHE,SDIC Capital
600816,600816.SS,SHE,J-Yuan Trust
600517,600517.SS,SHE,State Grid Yingda
600901,600901.SS,SHE,Jiangsu Financial Leasing
600705,600705.SS,SHE,AVIC Industry-Finance Holdings
600390,600390.SS,SHE,Minmetals Capital
600927,600927.SS,SHE,Yongan Futures
600120,600120.SS,SHE,Zhejiang Orient Financial Holdings Group
603300,603300.SS,SHE,Zhejiang Huatie Emergency Equipment Science &Technology
600643,600643.SS,SHE,Shanghai Aj Group
600053,600053.SS,SHE,Kunwu Jiuding Investment Holdings
603093,603093.SS,SHE,Nanhua Futures
600318,600318.SS,SHE,Anhui Xinli Finance
600830,600830.SS,SHE,Sunny Loan Top
600599,600599.SS,SHE,"Panda Financial Holding Corp.,"
000617,000617.SZ,SZSE,CNPC Capital
000987,000987.SZ,SZSE,Guangzhou Yuexiu Capital Holdings Group
000958,000958.SZ,SZSE,SPIC Industry-Finance Holdings
002423,002423.SZ,SZSE,Cofco Capital Holdings
000415,000415.SZ,SZSE,Bohai Leasing
000563,000563.SZ,SZSE,Shaanxi International Trust
000567,000567.SZ,SZSE,Hainan Haide Capital Management
000935,000935.SZ,SZSE,Sichuan Hexie Shuangma
001236,001236.SZ,SZSE,Holly Futures
002961,002961.SZ,SZSE,Ruida Futures
000532,000532.SZ,SZSE,Zhuhai Huajin Capital
002647,002647.SZ,SZSE,Rendong Holdings
002316,002316.SZ,SZSE,Jilin
300773,300773.SZ,SZSE,Lakala Payment
600887,600887.SS,SHE,Inner Mongolia Yili Industrial Group
605499,605499.SS,SHE,Eastroc Beverage
603156,603156.SS,SHE,Hebei Yangyuan Zhihui Beverage
600597,600597.SS,SHE,Bright Dairy & Food
600882,600882.SS,SHE,Shanghai Milkground Food Tech
603711,603711.SS,SHE,Xiangpiaopiao Food
600429,600429.SS,SHE,Beijing Sanyuan Foods
600189,600189.SS,SHE,Jilin Quanyangquan
605300,605300.SS,SHE,Jiahe Foods Industry
605337,605337.SS,SHE,Zhe Jiang Li Zi Yuan Food
600300,600300.SS,SHE,V V Food & Beverage
605179,605179.SS,SHE,Zhejiang Yiming Food
605388,605388.SS,SHE,Juneyao Grand Healthy Drinks
600419,600419.SS,SHE,Xinjiang Tianrun Dairy
000848,000848.SZ,SZSE,Cheng De Lolo
002946,002946.SZ,SZSE,New Hope Dairy
001318,001318.SZ,SZSE,Jiangxi Sunshine Dairy
002570,002570.SZ,SZSE,"Beingmate Co.,Ltd"
002329,002329.SZ,SZSE,"Royal Group Co.,Ltd."
002732,002732.SZ,SZSE,Guangdong Yantang Dairy
002910,002910.SZ,SZSE,Lanzhou Zhuangyuan Pasture
002719,002719.SZ,SZSE,Maiquer Group
300997,300997.SZ,SZSE,Huanlejia Food Group
300915,300915.SZ,SZSE,Shanghai Hi-Road Food Technology
300898,300898.SZ,SZSE,Panda Dairy Corporation.
300892,300892.SZ,SZSE,Pinlive Foods
300106,300106.SZ,SZSE,Xinjiang Western Animal Husbandry
605098,605098.SS,SHE,Shanghai Action Education Technology
600880,600880.SS,SHE,Chengdu B-ray Media
600636,600636.SS,SHE,China Reform Culture Holdings
600661,600661.SS,SHE,Shanghai Xinnanyang Only Education & Technology
600730,600730.SS,SHE,China Hi-Tech Group
603377,603377.SS,SHE,Eastern Pioneer Driving School
002607,002607.SZ,SZSE,Offcn Education Technology
000526,000526.SZ,SZSE,Xueda(Xiamen)Education Technology Group
003032,003032.SZ,SZSE,Jiangsu Chuanzhiboke Education Technology
002638,002638.SZ,SZSE,Dongguan Kingsun Optoelectronic
002659,002659.SZ,SZSE,Beijing Kaiwen Education Technology
300010,300010.SZ,SZSE,Doushen(Beijing) Education & Technology Inc.
300688,300688.SZ,SZSE,Dark Horse Technology Group
300192,300192.SZ,SZSE,Suzhou Kingswood Education Technology
300359,300359.SZ,SZSE,Qtone Education Group(Guangdong)
300338,300338.SZ,SZSE,Kaiyuan Education Technology Group
600900,600900.SS,SHE,China Yangtze Power
601985,601985.SS,SHE,China National Nuclear Power
600025,600025.SS,SHE,Huaneng Lancang River Hydropower Inc.
600011,600011.SS,SHE,"Huaneng Power International,Inc."
600886,600886.SS,SHE,SDIC Power Holdings
600905,600905.SS,SHE,China Three Gorges Renewables
600795,600795.SS,SHE,GD Power Development
600023,600023.SS,SHE,Zhejiang Zheneng Electric Power
600674,600674.SS,SHE,Sichuan Chuantou Energy
600027,600027.SS,SHE,Huadian Power International Corporation
600236,600236.SS,SHE,Guangxi Guiguan Electric Power
601991,601991.SS,SHE,Datang International Power Generation
600642,600642.SS,SHE,Shenergy
600956,600956.SS,SHE,China Suntien Green Energy Corporation
600995,600995.SS,SHE,China Southern Power Grid Energy Storage
600863,600863.SS,SHE,Inner Mongolia Mengdian Huaneng Thermal Power Corporation
600483,600483.SS,SHE,Fujian Funeng
600021,600021.SS,SHE,Shanghai Electric Power
600098,600098.SS,SHE,Guangzhou Development Group Incorporated
600578,600578.SS,SHE,Beijing Jingneng Power
601016,601016.SS,SHE,CECEP Wind-Power Corporation
600032,600032.SS,SHE,Zhejiang Provincial New Energy Investment Group
600726,600726.SS,SHE,Huadian Energy
600452,600452.SS,SHE,Chongqing Fuling Electric Power Industrial
600116,600116.SS,SHE,Chongqing Three Gorges Water Conservancy And Electric Power
601222,601222.SS,SHE,Jiangsu Linyang Energy
600167,600167.SS,SHE,Luenmei Quantum
603693,603693.SS,SHE,Jiangsu New Energy Development
600821,600821.SS,SHE,NYOCOR
605011,605011.SS,SHE,Hangzhou Cogeneration Group
600163,600163.SS,SHE,Zhongmin Energy
601778,601778.SS,SHE,Jinko Power Technology
600509,600509.SS,SHE,Xinjiang Tianfu Energy
601619,601619.SS,SHE,Ningxia Jiaze Renewables Corporation
600780,600780.SS,SHE,Top Energy
600744,600744.SS,SHE,Datang Huayin Electric Power
600226,600226.SS,SHE,Zhejiang Hengtong Holding
601908,601908.SS,SHE,Beijing Jingyuntong Technology
600101,600101.SS,SHE,Sichuan Mingxing Electric Power
600310,600310.SS,SHE,Guangxi Energy
603105,603105.SS,SHE,Zhejiang Sunoren Solar Technology
600979,600979.SS,SHE,Sichuan Guangan AAA Public
600396,600396.SS,SHE,Huadian Liaoning Energy Development
600719,600719.SS,SHE,Dalian Thermal Power
600982,600982.SS,SHE,Ningbo Energy Group
600052,600052.SS,SHE,Zhejiang Dongwang Times Technology
600505,600505.SS,SHE,Sichuan Xichang Electric Power
600644,600644.SS,SHE,Leshan Electric Power
605162,605162.SS,SHE,Zhejiang Xinzhonggang Thermal Power
605580,605580.SS,SHE,Hengsheng Energy
605028,605028.SS,SHE,Ningbo Shimao Energy
600969,600969.SS,SHE,"Hunan Chendian International Developmentco.,ltd"
600149,600149.SS,SHE,Langfang Development
003816,003816.SZ,SZSE,"CGN Power Co.,Ltd."
001289,001289.SZ,SZSE,China Longyuan Power Group Corporation
001286,001286.SZ,SZSE,Shaanxi Energy Investment
000883,000883.SZ,SZSE,Hubei Energy Group
000027,000027.SZ,SZSE,Shenzhen Energy Group
002608,002608.SZ,SZSE,"Jiangsu Guoxin Corp.,Ltd."
000539,000539.SZ,SZSE,Guangdong Electric Power Development
000537,000537.SZ,SZSE,China Green Electricity Investment Of Tianjin
000543,000543.SZ,SZSE,An Hui Wenergy
000591,000591.SZ,SZSE,CECEP Solar Energy
000155,000155.SZ,SZSE,Sichuan New Energy Power
003035,003035.SZ,SZSE,China Southern Power Grid Energy Efficiency&Clean Energy
000875,000875.SZ,SZSE,Jilin Electric Power
002060,002060.SZ,SZSE,Guangdong Construction Engineering Group
002015,002015.SZ,SZSE,GCL Energy Technology
000966,000966.SZ,SZSE,Chn Energy Changyuan Electric Power
000600,000600.SZ,SZSE,Jointo Energy Investment
000690,000690.SZ,SZSE,Guangdong Baolihua New Energy Stock
000791,000791.SZ,SZSE,Gepic Energy Development
000899,000899.SZ,SZSE,Jiangxi Ganneng
002617,002617.SZ,SZSE,Roshow Technology
001376,001376.SZ,SZSE,Jiangxi Bestoo Energy
002039,002039.SZ,SZSE,Guizhou Qianyuan Power
000767,000767.SZ,SZSE,Jinneng Holding Shanxi Electric Power
001896,001896.SZ,SZSE,Henan Yuneng Holdings
001258,001258.SZ,SZSE,Xinjiang Lixin Energy
000531,000531.SZ,SZSE,Guangzhou Hengyun Enterprises Holding
000037,000037.SZ,SZSE,Shenzhen Nanshan Power
000862,000862.SZ,SZSE,Ning Xia Yin Xing Energy
000993,000993.SZ,SZSE,Fujian Mindong Electric Power
000722,000722.SZ,SZSE,Hunan Development Group
000507,000507.SZ,SZSE,"Zhuhai Port Co.,Ltd."
000601,000601.SZ,SZSE,Guangdong Shaoneng Group
002616,002616.SZ,SZSE,Guangdong Chant Group Inc.
002479,002479.SZ,SZSE,Zhejiang Fuchunjiang Environmental Thermoelectric
002256,002256.SZ,SZSE,Shenzhen Sunrise New Energy
002893,002893.SZ,SZSE,Beijing Jingneng Thermal
002480,002480.SZ,SZSE,Chengdu Xinzhu Road&Bridge Machinery
001210,001210.SZ,SZSE,Kingfore Energy Group
000803,000803.SZ,SZSE,Shandong High Speed Renewable Energy
000692,000692.SZ,SZSE,Shenyang Huitian Thermal Power
300317,300317.SZ,SZSE,Jiawei Renewable Energy
300335,300335.SZ,SZSE,Guangzhou Devotion Thermal Technology
300125,300125.SZ,SZSE,Lingda Group
603002,603002.SS,SHE,Epoxy Base Electronic Material Corporation
603078,603078.SS,SHE,Jiangyin Jianghua Micro-electronic Materials
603931,603931.SS,SHE,Hangzhou Greenda Electronic Materials
688019,688019.SS,SHE,Anji Microelectronics Technology
688548,688548.SS,SHE,Guangzhou Guanggang Gases & Energy
688549,688549.SS,SHE,"Grandit Co.,Ltd."
688106,688106.SS,SHE,"Suzhou Jinhong Gas Co.,Ltd."
688150,688150.SS,SHE,Shaanxi Lighte Optoelectronics Material
688268,688268.SS,SHE,"Guangdong Huate Gas Co., Ltd"
688035,688035.SS,SHE,Darbond Technology
688602,688602.SS,SHE,Shanghai Chemspec Corporation
688550,688550.SS,SHE,Xi'an Manareco New Materials
688359,688359.SS,SHE,Guangzhou Sanfu New Materials Technology
688371,688371.SS,SHE,Jiangsu Favored Nanotechnology
688603,688603.SS,SHE,Guangdong Skychem Technology
002643,002643.SZ,SZSE,"Valiant Co.,Ltd"
002741,002741.SZ,SZSE,Guangdong Guanghua Sci-Tech
002584,002584.SZ,SZSE,Xilong Scientific
300054,300054.SZ,SZSE,Hubei Dinglong
300285,300285.SZ,SZSE,Shandong Sinocera Functional Material
300346,300346.SZ,SZSE,Jiangsu Nata Opto-electronic Material
300576,300576.SZ,SZSE,Shenzhen Rongda Photosensitive & Technology
300446,300446.SZ,SZSE,Aerospace Intelligent Manufacturing Technology
300236,300236.SZ,SZSE,Shanghai Sinyang Semiconductor Materials
300655,300655.SZ,SZSE,Crystal Clear Electronic Material
300398,300398.SZ,SZSE,PhiChem Corporation
300429,300429.SZ,SZSE,Changzhou Tronly New Electronic Materials
300684,300684.SZ,SZSE,Jones Tech Plc
300481,300481.SZ,SZSE,Puyang Huicheng Electronic Material
301489,301489.SZ,SZSE,Guangdong Suqun New Material
300537,300537.SZ,SZSE,Jiangsu Kuangshun Photosensitivity New-Material Stock
301319,301319.SZ,SZSE,Shenzhen Vital New Material
603799,603799.SS,SHE,Zhejiang Huayou Cobalt
600711,600711.SS,SHE,Chengtun Mining Group
605376,605376.SS,SHE,Jiangsu Boqian New Materials Stock
603399,603399.SS,SHE,Jinzhou Yongshan Lithium
002460,002460.SZ,SZSE,Ganfeng Lithium Group
002466,002466.SZ,SZSE,Tianqi Lithium Corporation
