code,tickers,name
459750,459750.KS,RISE 글로벌주식분산액티브
399580,399580.KS,RISE 글로벌클린에너지
276650,276650.KS,RISE 글로벌테크놀로지(합성 H)
336160,336160.KS,RISE 금융채액티브
326230,326230.KS,RISE 내수주플러스
272560,272560.KS,RISE 단기국공채액티브
385550,385550.KS,RISE 단기채권알파액티브
196230,196230.KS,RISE 단기통안채
315960,315960.KS,RISE 대형고배당10TR
455890,455890.KS,RISE 머니마켓액티브
401170,401170.KS,RISE 메타버스
481340,481340.KS,RISE 미국30년국채액티브
472870,472870.KS,RISE 미국30년국채엔화노출(합성 H)
472830,472830.KS,RISE 미국30년국채커버드콜(합성)
485690,485690.KS,RISE 미국AI밸류체인TOP3Plus
490590,490590.KS,RISE 미국AI밸류체인데일리고정커버드콜
495940,495940.KS,RISE 미국AI테크액티브
379780,379780.KS,RISE 미국S&P500
453330,453330.KS,RISE 미국S&P500(H)
0005C0,0005C0.KS,RISE 미국S&P500엔화노출(합성 H)
460660,460660.KS,RISE 미국S&P배당킹
219390,219390.KS,RISE 미국S&P원유생산기업(합성 H)
354240,354240.KS,RISE 미국고정배당우선증권 TR
368590,368590.KS,RISE 미국나스닥100
437350,437350.KS,RISE 미국단기투자등급회사채액티브
455960,455960.KS,RISE 미국달러SOFR금리액티브(합성)
469530,469530.KS,RISE 미국달러선물인버스
469060,469060.KS,RISE 미국반도체NYSE
469050,469050.KS,RISE 미국반도체NYSE(H)
491630,491630.KS,RISE 미국반도체인버스(합성 H)
490600,490600.KS,RISE 미국배당100데일리고정커버드콜
0018Z0,0018Z0.KS,RISE 미국양자컴퓨팅
0013P0,0013P0.KS,RISE 미국은행TOP10
267440,267440.KS,RISE 미국장기국채선물(H)
267490,267490.KS,RISE 미국장기국채선물레버리지(합성 H)
267450,267450.KS,RISE 미국장기국채선물인버스(H)
491620,491620.KS,RISE 미국테크100데일리고정커버드콜
0000Z0,0000Z0.KS,RISE 바이오TOP10액티브
446700,446700.KS,RISE 배터리 리사이클링
475350,475350.KS,RISE 버크셔포트폴리오TOP10
388420,388420.KS,RISE 비메모리반도체액티브
448630,448630.KS,RISE 삼성그룹Top3채권혼합
367770,367770.KS,RISE 수소경제테마
140570,140570.KS,RISE 수출주
140580,140580.KS,RISE 우량업종대표주
379790,379790.KS,RISE 유로스탁스50(H)
488480,488480.KS,RISE 일본섹터TOP4Plus
385540,385540.KS,RISE 종합채권(A-이상)액티브
183710,183710.KS,RISE 주식혼합
310080,310080.KS,RISE 중국MSCI China(H)
463300,463300.KS,RISE 중국본토CSI300
174360,174360.KS,RISE 중국본토대형주CSI100
136340,136340.KS,RISE 중기우량회사채
281990,281990.KS,RISE 중소형고배당
272570,272570.KS,RISE 중장기국공채액티브
250730,250730.KS,RISE 차이나HSCEI(H)
291680,291680.KS,RISE 차이나H선물인버스(H)
371150,371150.KS,RISE 차이나항셍테크
183700,183700.KS,RISE 채권혼합
388280,388280.KS,RISE 컨택트대표
498860,498860.KS,RISE 코리아금융고배당
495050,495050.KS,RISE 코리아밸류업
270810,270810.KS,RISE 코스닥150
278240,278240.KS,RISE 코스닥150선물레버리지
275750,275750.KS,RISE 코스닥150선물인버스
302450,302450.KS,RISE 코스피
0013R0,0013R0.KS,RISE 테슬라미국채타겟커버드콜혼합(합성)
449580,449580.KS,RISE 테슬라애플아마존채권혼합
334690,334690.KS,RISE 팔라듐선물(H)
334700,334700.KS,RISE 팔라듐선물인버스(H)
427120,427120.KS,RISE 플랫폼테마
253280,253280.KS,RISE 헬스케어
253290,253290.KS,RISE 헬스케어채권혼합
411540,411540.KS,SOL 200 Top10
295040,295040.KS,SOL 200TR
462540,462540.KS,SOL 25-09 회사채(AA-이상)액티브
488980,488980.KS,SOL 26-12 회사채(AA-이상)액티브
455860,455860.KS,SOL 2차전지소부장Fn
455850,455850.KS,SOL AI반도체소부장
497880,497880.KS,SOL CD금리&머니마켓액티브
444200,444200.KS,SOL KEDI메가테크액티브
363510,363510.KS,SOL KIS단기통안채
292500,292500.KS,SOL KRX300
404650,404650.KS,SOL KRX기후변화솔루션
490480,490480.KS,SOL K방산
0022T0,0022T0.KS,SOL 골드커버드콜액티브
438570,438570.KS,SOL 국고채10년
474390,474390.KS,SOL 국고채30년액티브
438560,438560.KS,SOL 국고채3년
400590,400590.KS,SOL 글로벌탄소배출권선물ICE(합성)
484880,484880.KS,SOL 금융지주플러스고배당
484890,484890.KS,SOL 머니마켓액티브
461600,461600.KS,SOL 미국30년국채액티브(H)
473330,473330.KS,SOL 미국30년국채커버드콜(합성)
494210,494210.KS,SOL 미국500타겟커버드콜액티브
479620,479620.KS,SOL 미국AI반도체칩메이커
481180,481180.KS,SOL 미국AI소프트웨어
486450,486450.KS,SOL 미국AI전력인프라
433330,433330.KS,SOL 미국S&P500
399110,399110.KS,SOL 미국S&P500ESG
499150,499150.KS,SOL 미국S&P500엔화노출(H)
447620,447620.KS,SOL 미국TOP5채권혼합40 Solactive
476030,476030.KS,SOL 미국나스닥100
446720,446720.KS,SOL 미국배당다우존스
452360,452360.KS,SOL 미국배당다우존스(H)
493420,493420.KS,SOL 미국배당다우존스TR
490490,490490.KS,SOL 미국배당미국채혼합50
0023A0,0023A0.KS,SOL 미국양자컴퓨팅TOP10
481190,481190.KS,SOL 미국테크TOP10
481200,481200.KS,SOL 미국테크TOP10인버스(합성)
475300,475300.KS,SOL 반도체전공정
475310,475310.KS,SOL 반도체후공정
400580,400580.KS,SOL 유럽탄소배출권선물S&P(H)
459370,459370.KS,SOL 유럽탄소배출권선물인버스ICE(H)
464610,464610.KS,SOL 의료기기소부장Fn
466930,466930.KS,SOL 자동차TOP3플러스
464600,464600.KS,SOL 자동차소부장Fn
0005D0,0005D0.KS,SOL 전고체배터리&실리콘음극재
466920,466920.KS,SOL 조선TOP3플러스
436140,436140.KS,SOL 종합채권(AA-이상)액티브
0016X0,0016X0.KS,SOL 중단기회사채(A-이상)액티브
220130,220130.KS,SOL 차이나강소기업CSI500(합성 H)
415760,415760.KS,SOL 차이나육성산업액티브(합성)
413220,413220.KS,SOL 차이나태양광CSI(합성)
469830,469830.KS,SOL 초단기채권액티브
495550,495550.KS,SOL 코리아밸류업TR
450910,450910.KS,SOL 코스닥150
423170,423170.KS,SOL 한국형글로벌반도체액티브
429980,429980.KS,SOL 한국형글로벌전기차&2차전지액티브
0008T0,0008T0.KS,SOL 화장품TOP3플러스
102110,102110.KS,TIGER 200
139260,139260.KS,TIGER 200 IT
139220,139220.KS,TIGER 200 건설
139290,139290.KS,TIGER 200 경기소비재
139270,139270.KS,TIGER 200 금융
227550,227550.KS,TIGER 200 산업재
227560,227560.KS,TIGER 200 생활소비재
139250,139250.KS,TIGER 200 에너지화학
139230,139230.KS,TIGER 200 중공업
139240,139240.KS,TIGER 200 철강소재
227540,227540.KS,TIGER 200 헬스케어
243880,243880.KS,TIGER 200IT레버리지
310960,310960.KS,TIGER 200TR
252000,252000.KS,TIGER 200동일가중
267770,267770.KS,TIGER 200선물레버리지
252710,252710.KS,TIGER 200선물인버스2X
243890,243890.KS,TIGER 200에너지화학레버리지
315270,315270.KS,TIGER 200커뮤니케이션서비스
289480,289480.KS,TIGER 200커버드콜
166400,166400.KS,TIGER 200커버드콜OTM
453540,453540.KS,TIGER 25-10 회사채(A+이상)액티브
494900,494900.KS,TIGER 25-12 금융채(AA-이상)
0001S0,0001S0.KS,TIGER 26-04 회사채(A+이상)액티브
480260,480260.KS,TIGER 27-04회사채(A+이상)액티브
364980,364980.KS,TIGER 2차전지TOP10
412570,412570.KS,TIGER 2차전지TOP10레버리지
462010,462010.KS,TIGER 2차전지소재Fn
305540,305540.KS,TIGER 2차전지테마
471760,471760.KS,TIGER AI반도체핵심공정
365040,365040.KS,TIGER AI코리아그로스액티브
364960,364960.KS,TIGER BBIG
412560,412560.KS,TIGER BBIG레버리지
475630,475630.KS,TIGER CD1년금리액티브(합성)
357870,357870.KS,TIGER CD금리투자KIS(합성)
499660,499660.KS,TIGER CD금리플러스액티브(합성)
400970,400970.KS,TIGER Fn메타버스
396500,396500.KS,TIGER Fn반도체TOP10
377990,377990.KS,TIGER Fn신재생에너지
417630,417630.KS,TIGER KEDI혁신기업ESG30
449170,449170.KS,TIGER KOFR금리액티브(합성)
292160,292160.KS,TIGER KRX300
404540,404540.KS,TIGER KRX기후변화솔루션
228820,228820.KS,TIGER KTOP30
300610,300610.KS,TIGER K게임
463250,463250.KS,TIGER K방산&우주
138530,138530.KS,TIGER LG그룹+펀더멘털
445910,445910.KS,TIGER MKF배당귀족
289260,289260.KS,TIGER MSCI KOREA ESG리더스
289250,289250.KS,TIGER MSCI KOREA ESG유니버설
310970,310970.KS,TIGER MSCI Korea TR
269370,269370.KS,TIGER S&P글로벌인프라(합성)
248270,248270.KS,TIGER S&P글로벌헬스케어(합성)
0025N0,0025N0.KS,TIGER TDF2045
292150,292150.KS,TIGER TOP10
453950,453950.KS,TIGER TSMC파운드리밸류체인
364990,364990.KS,TIGER 게임TOP10
139280,139280.KS,TIGER 경기방어
237440,237440.KS,TIGER 경기방어채권혼합
319640,319640.KS,TIGER 골드선물(H)
160580,160580.KS,TIGER 구리실물
451530,451530.KS,TIGER 국고채30년스트립액티브
114820,114820.KS,TIGER 국채3년
275980,275980.KS,TIGER 글로벌4차산업혁신기술(합성 H)
464310,464310.KS,TIGER 글로벌AI&로보틱스 INDXX
418670,418670.KS,TIGER 글로벌AI사이버보안
466950,466950.KS,TIGER 글로벌AI액티브
491010,491010.KS,TIGER 글로벌AI전력인프라액티브
394670,394670.KS,TIGER 글로벌리튬&2차전지SOLACTIVE(합성)
440340,440340.KS,TIGER 글로벌멀티에셋TIF액티브
412770,412770.KS,TIGER 글로벌메타버스액티브
476690,476690.KS,TIGER 글로벌비만치료제TOP2Plus
480310,480310.KS,TIGER 글로벌온디바이스AI
387270,387270.KS,TIGER 글로벌이노베이션액티브
276000,276000.KS,TIGER 글로벌자원생산기업(합성 H)
394660,394660.KS,TIGER 글로벌자율주행&전기차SOLACTIVE
371450,371450.KS,TIGER 글로벌클라우드컴퓨팅INDXX
464930,464930.KS,TIGER 글로벌혁신블루칩TOP10
139310,139310.KS,TIGER 금속선물(H)
139320,139320.KS,TIGER 금은선물(H)
137610,137610.KS,TIGER 농산물선물Enhanced(H)
182490,182490.KS,TIGER 단기선진하이일드(합성 H)
272580,272580.KS,TIGER 단기채권액티브
157450,157450.KS,TIGER 단기통안채
105010,105010.KS,TIGER 라틴35
123320,123320.KS,TIGER 레버리지
174350,174350.KS,TIGER 로우볼
329200,329200.KS,TIGER 리츠부동산인프라
341850,341850.KS,TIGER 리츠부동산인프라채권TR KIS
147970,147970.KS,TIGER 모멘텀
458250,458250.KS,TIGER 미국30년국채스트립액티브(합성 H)
476550,476550.KS,TIGER 미국30년국채커버드콜액티브(H)
491830,491830.KS,TIGER 미국AI반도체팹리스
490090,490090.KS,TIGER 미국AI빅테크10
493810,493810.KS,TIGER 미국AI빅테크10타겟데일리커버드콜
182480,182480.KS,TIGER 미국MSCI리츠(합성 H)
360750,360750.KS,TIGER 미국S&P500
448290,448290.KS,TIGER 미국S&P500TR(H)
488500,488500.KS,TIGER 미국S&P500동일가중
225040,225040.KS,TIGER 미국S&P500레버리지(합성 H)
429000,429000.KS,TIGER 미국S&P500배당귀족
143850,143850.KS,TIGER 미국S&P500선물(H)
225030,225030.KS,TIGER 미국S&P500선물인버스(H)
482730,482730.KS,TIGER 미국S&P500타겟데일리커버드콜
133690,133690.KS,TIGER 미국나스닥100
483240,483240.KS,TIGER 미국나스닥100ETF선물
448300,448300.KS,TIGER 미국나스닥100TR(H)
435420,435420.KS,TIGER 미국나스닥100TR채권혼합Fn
418660,418660.KS,TIGER 미국나스닥100레버리지(합성)
441680,441680.KS,TIGER 미국나스닥100커버드콜(합성)
486290,486290.KS,TIGER 미국나스닥100타겟데일리커버드콜
429010,429010.KS,TIGER 미국나스닥넥스트100
203780,203780.KS,TIGER 미국나스닥바이오
245340,245340.KS,TIGER 미국다우존스30
456610,456610.KS,TIGER 미국달러SOFR금리액티브(합성)
329750,329750.KS,TIGER 미국달러단기채권액티브
261110,261110.KS,TIGER 미국달러선물레버리지
261120,261120.KS,TIGER 미국달러선물인버스2X
494840,494840.KS,TIGER 미국방산TOP10
458730,458730.KS,TIGER 미국배당다우존스
0008S0,0008S0.KS,TIGER 미국배당다우존스타겟데일리커버드콜
458750,458750.KS,TIGER 미국배당다우존스타겟커버드콜1호
458760,458760.KS,TIGER 미국배당다우존스타겟커버드콜2호
0015K0,0015K0.KS,TIGER 미국소비트렌드액티브
305080,305080.KS,TIGER 미국채10년선물
465670,465670.KS,TIGER 미국캐시카우100
381170,381170.KS,TIGER 미국테크TOP10 INDXX
472160,472160.KS,TIGER 미국테크TOP10 INDXX(H)
472170,472170.KS,TIGER 미국테크TOP10채권혼합
474220,474220.KS,TIGER 미국테크TOP10타겟커버드콜
458260,458260.KS,TIGER 미국투자등급회사채액티브(H)
497570,497570.KS,TIGER 미국필라델피아AI반도체나스닥
381180,381180.KS,TIGER 미국필라델피아반도체나스닥
423920,423920.KS,TIGER 미국필라델피아반도체레버리지(합성)
228810,228810.KS,TIGER 미디어컨텐츠
364970,364970.KS,TIGER 바이오TOP10
091230,091230.KS,TIGER 반도체
488080,488080.KS,TIGER 반도체TOP10레버리지
098560,098560.KS,TIGER 방송통신
211560,211560.KS,TIGER 배당성장
472150,472150.KS,TIGER 배당커버드콜액티브
138520,138520.KS,TIGER 삼성그룹펀더멘털
157490,157490.KS,TIGER 소프트웨어
0000D0,0000D0.KS,TIGER 엔비디아미국채커버드콜밸런스(합성)
228800,228800.KS,TIGER 여행레저
227570,227570.KS,TIGER 우량가치
261140,261140.KS,TIGER 우선주
130680,130680.KS,TIGER 원유선물Enhanced(H)
217770,217770.KS,TIGER 원유선물인버스(H)
195930,195930.KS,TIGER 유로스탁스50(합성 H)
225050,225050.KS,TIGER 유로스탁스레버리지(합성 H)
245350,245350.KS,TIGER 유로스탁스배당30
091220,091220.KS,TIGER 은행
466940,466940.KS,TIGER 은행고배당플러스TOP10
307510,307510.KS,TIGER 의료기기
225060,225060.KS,TIGER 이머징마켓MSCI레버리지(합성 H)
453870,453870.KS,TIGER 인도니프티50
236350,236350.KS,TIGER 인도니프티50레버리지(합성)
479730,479730.KS,TIGER 인도빌리언컨슈머
123310,123310.KS,TIGER 인버스
365000,365000.KS,TIGER 인터넷TOP10
195920,195920.KS,TIGER 일본TOPIX(합성 H)
241180,241180.KS,TIGER 일본니케이225
465660,465660.KS,TIGER 일본반도체FACTSET
292560,292560.KS,TIGER 일본엔선물
494670,494670.KS,TIGER 조선TOP10
451540,451540.KS,TIGER 종합채권(AA-이상)액티브
150460,150460.KS,TIGER 중국소비테마
302190,302190.KS,TIGER 중장기국채
157500,157500.KS,TIGER 증권
307520,307520.KS,TIGER 지주회사
192090,192090.KS,TIGER 차이나CSI300
204480,204480.KS,TIGER 차이나CSI300레버리지(합성)
217780,217780.KS,TIGER 차이나CSI300인버스(합성)
245360,245360.KS,TIGER 차이나HSCEI
414780,414780.KS,TIGER 차이나과창판STAR50(합성)
371470,371470.KS,TIGER 차이나바이오테크SOLACTIVE
396520,396520.KS,TIGER 차이나반도체FACTSET
371460,371460.KS,TIGER 차이나전기차SOLACTIVE
456680,456680.KS,TIGER 차이나전기차레버리지(합성)
396510,396510.KS,TIGER 차이나클린에너지SOLACTIVE
117690,117690.KS,TIGER 차이나항셍25
371160,371160.KS,TIGER 차이나항셍테크
438320,438320.KS,TIGER 차이나항셍테크레버리지(합성 H)
496080,496080.KS,TIGER 코리아밸류업
471780,471780.KS,TIGER 코리아테크액티브
232080,232080.KS,TIGER 코스닥150
233160,233160.KS,TIGER 코스닥150 레버리지
261060,261060.KS,TIGER 코스닥150IT
261070,261070.KS,TIGER 코스닥150바이오테크
250780,250780.KS,TIGER 코스닥150선물인버스
461580,461580.KS,TIGER 코스닥글로벌
277630,277630.KS,TIGER 코스피
210780,210780.KS,TIGER 코스피고배당
277640,277640.KS,TIGER 코스피대형주
277650,277650.KS,TIGER 코스피중형주
376410,376410.KS,TIGER 탄소효율그린뉴딜
447770,447770.KS,TIGER 테슬라채권혼합Fn
438330,438330.KS,TIGER 투자등급회사채액티브
387280,387280.KS,TIGER 퓨처모빌리티액티브
449690,449690.KS,TIGER 한중반도체(합성)
449680,449680.KS,TIGER 한중전기차(합성)
143860,143860.KS,TIGER 헬스케어
138540,138540.KS,TIGER 현대차그룹+펀더멘털
228790,228790.KS,TIGER 화장품
441800,441800.KS,TIMEFOLIO Korea플러스배당액티브
463050,463050.KS,TIMEFOLIO K바이오액티브
404120,404120.KS,TIMEFOLIO K신재생에너지액티브
385710,385710.KS,TIMEFOLIO K이노베이션액티브
410870,410870.KS,TIMEFOLIO K컬처액티브
456600,456600.KS,TIMEFOLIO 글로벌AI인공지능액티브
494180,494180.KS,TIMEFOLIO 글로벌소비트렌드액티브
485810,485810.KS,TIMEFOLIO 글로벌안티에이징바이오액티브
478150,478150.KS,TIMEFOLIO 글로벌우주테크&방산액티브
426020,426020.KS,TIMEFOLIO 미국S&P500액티브
426030,426030.KS,TIMEFOLIO 미국나스닥100액티브
0019K0,0019K0.KS,TIMEFOLIO 미국나스닥100채권혼합50액티브
495060,495060.KS,TIMEFOLIO 코리아밸류업액티브
385720,385720.KS,TIMEFOLIO 코스피액티브
108590,108590.KS,TREX 200
145850,145850.KS,TREX 펀더멘탈 200
472720,472720.KS,TRUSTON 주주가치액티브
496130,496130.KS,TRUSTON 코리아밸류업액티브
433250,433250.KS,UNICORN R&D 액티브
494220,494220.KS,UNICORN SK하이닉스밸류체인액티브
470310,470310.KS,UNICORN 생성형AI강소기업액티브
476000,476000.KS,UNICORN 포스트IPO액티브
422260,422260.KS,VITA MZ소비액티브
452440,452440.KS,VITA 밸류알파액티브
448100,448100.KS,WON 200
468820,468820.KS,WON 25-09 회사채(AA-이상)액티브
413930,413930.KS,WON AI ESG액티브
458030,458030.KS,WON 단기국공채액티브
426150,426150.KS,WON 대한민국국고채액티브
444490,444490.KS,WON 미국S&P500
489290,489290.KS,WON 미국빌리어네어
440910,440910.KS,WON 미국우주항공방산
474590,474590.KS,WON 반도체밸류체인액티브
496020,496020.KS,WON 전단채플러스액티브
488720,488720.KS,WON 종합채권(AA-이상)액티브
480460,480460.KS,WON 한국부동산TOP3플러스
488290,488290.KS,마이다스 일본테크액티브
438740,438740.KS,마이다스 중소형액티브
403790,403790.KS,마이다스 코스피액티브
465780,465780.KS,마이티 26-09 특수채(AAA)액티브
442260,442260.KS,마이티 다이나믹퀀트액티브
0001P0,0001P0.KS,마이티 바이오시밀러&CDMO액티브
159800,159800.KS,마이티 코스피100
0007N0,0007N0.KS,아이엠에셋 200
462340,462340.KS,에셋플러스 글로벌다이나믹시니어액티브
433220,433220.KS,에셋플러스 글로벌대장장이액티브
451150,451150.KS,에셋플러스 글로벌영에이지액티브
477490,477490.KS,에셋플러스 글로벌일등기업포커스10액티브
407830,407830.KS,에셋플러스 글로벌플랫폼액티브
0002C0,0002C0.KS,에셋플러스 인도일등기업포커스20액티브
474920,474920.KS,에셋플러스 차이나일등기업포커스10액티브
442090,442090.KS,에셋플러스 코리아대장장이액티브
407820,407820.KS,에셋플러스 코리아플랫폼액티브
152870,152870.KS,파워 200
491510,491510.KS,파워 K-주주가치액티브
192720,192720.KS,파워 고배당저변동성
498180,498180.KS,파워 종합채권(AA-이상)액티브
140950,140950.KS,파워 코스피100
